,image,label
354,./part-affordance-dataset/tools/scissors_01/scissors_01_00000132_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000132_label.mat
355,./part-affordance-dataset/tools/scissors_01/scissors_01_00000122_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000122_label.mat
356,./part-affordance-dataset/tools/scissors_01/scissors_01_00000150_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000150_label.mat
357,./part-affordance-dataset/tools/scissors_01/scissors_01_00000038_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000038_label.mat
358,./part-affordance-dataset/tools/scissors_01/scissors_01_00000140_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000140_label.mat
359,./part-affordance-dataset/tools/scissors_01/scissors_01_00000236_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000236_label.mat
360,./part-affordance-dataset/tools/scissors_01/scissors_01_00000091_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000091_label.mat
361,./part-affordance-dataset/tools/scissors_01/scissors_01_00000081_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000081_label.mat
362,./part-affordance-dataset/tools/scissors_01/scissors_01_00000064_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000064_label.mat
363,./part-affordance-dataset/tools/scissors_01/scissors_01_00000074_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000074_label.mat
364,./part-affordance-dataset/tools/scissors_01/scissors_01_00000208_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000208_label.mat
365,./part-affordance-dataset/tools/scissors_01/scissors_01_00000006_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000006_label.mat
366,./part-affordance-dataset/tools/scissors_01/scissors_01_00000016_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000016_label.mat
367,./part-affordance-dataset/tools/scissors_01/scissors_01_00000245_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000245_label.mat
368,./part-affordance-dataset/tools/scissors_01/scissors_01_00000123_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000123_label.mat
369,./part-affordance-dataset/tools/scissors_01/scissors_01_00000133_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000133_label.mat
370,./part-affordance-dataset/tools/scissors_01/scissors_01_00000080_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000080_label.mat
371,./part-affordance-dataset/tools/scissors_01/scissors_01_00000090_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000090_label.mat
372,./part-affordance-dataset/tools/scissors_01/scissors_01_00000039_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000039_label.mat
373,./part-affordance-dataset/tools/scissors_01/scissors_01_00000151_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000151_label.mat
374,./part-affordance-dataset/tools/scissors_01/scissors_01_00000029_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000029_label.mat
375,./part-affordance-dataset/tools/scissors_01/scissors_01_00000227_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000227_label.mat
376,./part-affordance-dataset/tools/scissors_01/scissors_01_00000201_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000201_label.mat
377,./part-affordance-dataset/tools/scissors_01/scissors_01_00000211_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000211_label.mat
378,./part-affordance-dataset/tools/scissors_01/scissors_01_00000167_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000167_label.mat
379,./part-affordance-dataset/tools/scissors_01/scissors_01_00000177_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000177_label.mat
380,./part-affordance-dataset/tools/scissors_01/scissors_01_00000115_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000115_label.mat
381,./part-affordance-dataset/tools/scissors_01/scissors_01_00000263_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000263_label.mat
382,./part-affordance-dataset/tools/scissors_01/scissors_01_00000099_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000099_label.mat
383,./part-affordance-dataset/tools/scissors_01/scissors_01_00000089_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000089_label.mat
384,./part-affordance-dataset/tools/scissors_01/scissors_01_00000020_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000020_label.mat
385,./part-affordance-dataset/tools/scissors_01/scissors_01_00000148_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000148_label.mat
386,./part-affordance-dataset/tools/scissors_01/scissors_01_00000030_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000030_label.mat
387,./part-affordance-dataset/tools/scissors_01/scissors_01_00000042_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000042_label.mat
388,./part-affordance-dataset/tools/scissors_01/scissors_01_00000183_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000183_label.mat
389,./part-affordance-dataset/tools/scissors_01/scissors_01_00000193_rgb.jpg,./part-affordance-dataset/tools/scissors_01/scissors_01_00000193_label.mat
390,./part-affordance-dataset/tools/scissors_06/scissors_06_00000255_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000255_label.mat
391,./part-affordance-dataset/tools/scissors_06/scissors_06_00000245_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000245_label.mat
392,./part-affordance-dataset/tools/scissors_06/scissors_06_00000123_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000123_label.mat
393,./part-affordance-dataset/tools/scissors_06/scissors_06_00000090_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000090_label.mat
394,./part-affordance-dataset/tools/scissors_06/scissors_06_00000080_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000080_label.mat
395,./part-affordance-dataset/tools/scissors_06/scissors_06_00000029_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000029_label.mat
396,./part-affordance-dataset/tools/scissors_06/scissors_06_00000039_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000039_label.mat
397,./part-affordance-dataset/tools/scissors_06/scissors_06_00000141_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000141_label.mat
398,./part-affordance-dataset/tools/scissors_06/scissors_06_00000237_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000237_label.mat
399,./part-affordance-dataset/tools/scissors_06/scissors_06_00000227_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000227_label.mat
400,./part-affordance-dataset/tools/scissors_06/scissors_06_00000064_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000064_label.mat
401,./part-affordance-dataset/tools/scissors_06/scissors_06_00000302_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000302_label.mat
402,./part-affordance-dataset/tools/scissors_06/scissors_06_00000208_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000208_label.mat
403,./part-affordance-dataset/tools/scissors_06/scissors_06_00000218_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000218_label.mat
404,./part-affordance-dataset/tools/scissors_06/scissors_06_00000006_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000006_label.mat
405,./part-affordance-dataset/tools/scissors_06/scissors_06_00000297_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000297_label.mat
406,./part-affordance-dataset/tools/scissors_06/scissors_06_00000287_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000287_label.mat
407,./part-affordance-dataset/tools/scissors_06/scissors_06_00000089_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000089_label.mat
408,./part-affordance-dataset/tools/scissors_06/scissors_06_00000030_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000030_label.mat
409,./part-affordance-dataset/tools/scissors_06/scissors_06_00000148_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000148_label.mat
410,./part-affordance-dataset/tools/scissors_06/scissors_06_00000020_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000020_label.mat
411,./part-affordance-dataset/tools/scissors_06/scissors_06_00000158_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000158_label.mat
412,./part-affordance-dataset/tools/scissors_06/scissors_06_00000042_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000042_label.mat
413,./part-affordance-dataset/tools/scissors_06/scissors_06_00000193_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000193_label.mat
414,./part-affordance-dataset/tools/scissors_06/scissors_06_00000183_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000183_label.mat
415,./part-affordance-dataset/tools/scissors_06/scissors_06_00000211_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000211_label.mat
416,./part-affordance-dataset/tools/scissors_06/scissors_06_00000177_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000177_label.mat
417,./part-affordance-dataset/tools/scissors_06/scissors_06_00000167_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000167_label.mat
418,./part-affordance-dataset/tools/scissors_06/scissors_06_00000115_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000115_label.mat
419,./part-affordance-dataset/tools/scissors_06/scissors_06_00000105_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000105_label.mat
420,./part-affordance-dataset/tools/scissors_06/scissors_06_00000263_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000263_label.mat
421,./part-affordance-dataset/tools/scissors_06/scissors_06_00000159_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000159_label.mat
422,./part-affordance-dataset/tools/scissors_06/scissors_06_00000021_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000021_label.mat
423,./part-affordance-dataset/tools/scissors_06/scissors_06_00000149_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000149_label.mat
424,./part-affordance-dataset/tools/scissors_06/scissors_06_00000286_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000286_label.mat
425,./part-affordance-dataset/tools/scissors_06/scissors_06_00000296_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000296_label.mat
426,./part-affordance-dataset/tools/scissors_06/scissors_06_00000098_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000098_label.mat
427,./part-affordance-dataset/tools/scissors_06/scissors_06_00000088_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000088_label.mat
428,./part-affordance-dataset/tools/scissors_06/scissors_06_00000192_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000192_label.mat
429,./part-affordance-dataset/tools/scissors_06/scissors_06_00000043_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000043_label.mat
430,./part-affordance-dataset/tools/scissors_06/scissors_06_00000053_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000053_label.mat
431,./part-affordance-dataset/tools/scissors_06/scissors_06_00000200_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000200_label.mat
432,./part-affordance-dataset/tools/scissors_06/scissors_06_00000166_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000166_label.mat
433,./part-affordance-dataset/tools/scissors_06/scissors_06_00000176_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000176_label.mat
434,./part-affordance-dataset/tools/scissors_06/scissors_06_00000104_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000104_label.mat
435,./part-affordance-dataset/tools/scissors_06/scissors_06_00000114_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000114_label.mat
436,./part-affordance-dataset/tools/scissors_06/scissors_06_00000272_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000272_label.mat
437,./part-affordance-dataset/tools/scissors_06/scissors_06_00000244_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000244_label.mat
438,./part-affordance-dataset/tools/scissors_06/scissors_06_00000254_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000254_label.mat
439,./part-affordance-dataset/tools/scissors_06/scissors_06_00000122_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000122_label.mat
440,./part-affordance-dataset/tools/scissors_06/scissors_06_00000140_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000140_label.mat
441,./part-affordance-dataset/tools/scissors_06/scissors_06_00000038_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000038_label.mat
442,./part-affordance-dataset/tools/scissors_06/scissors_06_00000150_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000150_label.mat
443,./part-affordance-dataset/tools/scissors_06/scissors_06_00000028_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000028_label.mat
444,./part-affordance-dataset/tools/scissors_06/scissors_06_00000236_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000236_label.mat
445,./part-affordance-dataset/tools/scissors_06/scissors_06_00000081_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000081_label.mat
446,./part-affordance-dataset/tools/scissors_06/scissors_06_00000091_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000091_label.mat
447,./part-affordance-dataset/tools/scissors_06/scissors_06_00000065_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000065_label.mat
448,./part-affordance-dataset/tools/scissors_06/scissors_06_00000303_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000303_label.mat
449,./part-affordance-dataset/tools/scissors_06/scissors_06_00000219_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000219_label.mat
450,./part-affordance-dataset/tools/scissors_06/scissors_06_00000209_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000209_label.mat
451,./part-affordance-dataset/tools/scissors_06/scissors_06_00000007_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000007_label.mat
452,./part-affordance-dataset/tools/scissors_06/scissors_06_00000190_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000190_label.mat
453,./part-affordance-dataset/tools/scissors_06/scissors_06_00000180_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000180_label.mat
454,./part-affordance-dataset/tools/scissors_06/scissors_06_00000129_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000129_label.mat
455,./part-affordance-dataset/tools/scissors_06/scissors_06_00000051_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000051_label.mat
456,./part-affordance-dataset/tools/scissors_06/scissors_06_00000041_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000041_label.mat
457,./part-affordance-dataset/tools/scissors_06/scissors_06_00000033_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000033_label.mat
458,./part-affordance-dataset/tools/scissors_06/scissors_06_00000023_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000023_label.mat
459,./part-affordance-dataset/tools/scissors_06/scissors_06_00000294_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000294_label.mat
460,./part-affordance-dataset/tools/scissors_06/scissors_06_00000270_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000270_label.mat
461,./part-affordance-dataset/tools/scissors_06/scissors_06_00000260_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000260_label.mat
462,./part-affordance-dataset/tools/scissors_06/scissors_06_00000116_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000116_label.mat
463,./part-affordance-dataset/tools/scissors_06/scissors_06_00000106_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000106_label.mat
464,./part-affordance-dataset/tools/scissors_06/scissors_06_00000164_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000164_label.mat
465,./part-affordance-dataset/tools/scissors_06/scissors_06_00000212_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000212_label.mat
466,./part-affordance-dataset/tools/scissors_06/scissors_06_00000202_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000202_label.mat
467,./part-affordance-dataset/tools/scissors_06/scissors_06_00000234_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000234_label.mat
468,./part-affordance-dataset/tools/scissors_06/scissors_06_00000152_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000152_label.mat
469,./part-affordance-dataset/tools/scissors_06/scissors_06_00000142_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000142_label.mat
470,./part-affordance-dataset/tools/scissors_06/scissors_06_00000093_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000093_label.mat
471,./part-affordance-dataset/tools/scissors_06/scissors_06_00000083_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000083_label.mat
472,./part-affordance-dataset/tools/scissors_06/scissors_06_00000199_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000199_label.mat
473,./part-affordance-dataset/tools/scissors_06/scissors_06_00000130_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000130_label.mat
474,./part-affordance-dataset/tools/scissors_06/scissors_06_00000048_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000048_label.mat
475,./part-affordance-dataset/tools/scissors_06/scissors_06_00000120_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000120_label.mat
476,./part-affordance-dataset/tools/scissors_06/scissors_06_00000256_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000256_label.mat
477,./part-affordance-dataset/tools/scissors_06/scissors_06_00000246_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000246_label.mat
478,./part-affordance-dataset/tools/scissors_06/scissors_06_00000015_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000015_label.mat
479,./part-affordance-dataset/tools/scissors_06/scissors_06_00000005_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000005_label.mat
480,./part-affordance-dataset/tools/scissors_06/scissors_06_00000279_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000279_label.mat
481,./part-affordance-dataset/tools/scissors_06/scissors_06_00000301_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000301_label.mat
482,./part-affordance-dataset/tools/scissors_06/scissors_06_00000077_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000077_label.mat
483,./part-affordance-dataset/tools/scissors_06/scissors_06_00000067_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000067_label.mat
484,./part-affordance-dataset/tools/scissors_06/scissors_06_00000092_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000092_label.mat
485,./part-affordance-dataset/tools/scissors_06/scissors_06_00000225_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000225_label.mat
486,./part-affordance-dataset/tools/scissors_06/scissors_06_00000235_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000235_label.mat
487,./part-affordance-dataset/tools/scissors_06/scissors_06_00000143_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000143_label.mat
488,./part-affordance-dataset/tools/scissors_06/scissors_06_00000059_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000059_label.mat
489,./part-affordance-dataset/tools/scissors_06/scissors_06_00000121_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000121_label.mat
490,./part-affordance-dataset/tools/scissors_06/scissors_06_00000049_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000049_label.mat
491,./part-affordance-dataset/tools/scissors_06/scissors_06_00000131_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000131_label.mat
492,./part-affordance-dataset/tools/scissors_06/scissors_06_00000257_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000257_label.mat
493,./part-affordance-dataset/tools/scissors_06/scissors_06_00000198_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000198_label.mat
494,./part-affordance-dataset/tools/scissors_06/scissors_06_00000188_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000188_label.mat
495,./part-affordance-dataset/tools/scissors_06/scissors_06_00000004_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000004_label.mat
496,./part-affordance-dataset/tools/scissors_06/scissors_06_00000300_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000300_label.mat
497,./part-affordance-dataset/tools/scissors_06/scissors_06_00000278_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000278_label.mat
498,./part-affordance-dataset/tools/scissors_06/scissors_06_00000268_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000268_label.mat
499,./part-affordance-dataset/tools/scissors_06/scissors_06_00000066_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000066_label.mat
500,./part-affordance-dataset/tools/scissors_06/scissors_06_00000040_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000040_label.mat
501,./part-affordance-dataset/tools/scissors_06/scissors_06_00000138_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000138_label.mat
502,./part-affordance-dataset/tools/scissors_06/scissors_06_00000050_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000050_label.mat
503,./part-affordance-dataset/tools/scissors_06/scissors_06_00000128_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000128_label.mat
504,./part-affordance-dataset/tools/scissors_06/scissors_06_00000191_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000191_label.mat
505,./part-affordance-dataset/tools/scissors_06/scissors_06_00000285_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000285_label.mat
506,./part-affordance-dataset/tools/scissors_06/scissors_06_00000295_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000295_label.mat
507,./part-affordance-dataset/tools/scissors_06/scissors_06_00000022_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000022_label.mat
508,./part-affordance-dataset/tools/scissors_06/scissors_06_00000261_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000261_label.mat
509,./part-affordance-dataset/tools/scissors_06/scissors_06_00000271_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000271_label.mat
510,./part-affordance-dataset/tools/scissors_06/scissors_06_00000107_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000107_label.mat
511,./part-affordance-dataset/tools/scissors_06/scissors_06_00000117_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000117_label.mat
512,./part-affordance-dataset/tools/scissors_06/scissors_06_00000175_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000175_label.mat
513,./part-affordance-dataset/tools/scissors_06/scissors_06_00000203_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000203_label.mat
514,./part-affordance-dataset/tools/scissors_06/scissors_06_00000213_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000213_label.mat
515,./part-affordance-dataset/tools/scissors_06/scissors_06_00000112_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000112_label.mat
516,./part-affordance-dataset/tools/scissors_06/scissors_06_00000274_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000274_label.mat
517,./part-affordance-dataset/tools/scissors_06/scissors_06_00000264_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000264_label.mat
518,./part-affordance-dataset/tools/scissors_06/scissors_06_00000216_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000216_label.mat
519,./part-affordance-dataset/tools/scissors_06/scissors_06_00000206_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000206_label.mat
520,./part-affordance-dataset/tools/scissors_06/scissors_06_00000170_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000170_label.mat
521,./part-affordance-dataset/tools/scissors_06/scissors_06_00000018_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000018_label.mat
522,./part-affordance-dataset/tools/scissors_06/scissors_06_00000160_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000160_label.mat
523,./part-affordance-dataset/tools/scissors_06/scissors_06_00000055_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000055_label.mat
524,./part-affordance-dataset/tools/scissors_06/scissors_06_00000194_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000194_label.mat
525,./part-affordance-dataset/tools/scissors_06/scissors_06_00000184_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000184_label.mat
526,./part-affordance-dataset/tools/scissors_06/scissors_06_00000290_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000290_label.mat
527,./part-affordance-dataset/tools/scissors_06/scissors_06_00000280_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000280_label.mat
528,./part-affordance-dataset/tools/scissors_06/scissors_06_00000027_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000027_label.mat
529,./part-affordance-dataset/tools/scissors_06/scissors_06_00000229_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000229_label.mat
530,./part-affordance-dataset/tools/scissors_06/scissors_06_00000239_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000239_label.mat
531,./part-affordance-dataset/tools/scissors_06/scissors_06_00000011_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000011_label.mat
532,./part-affordance-dataset/tools/scissors_06/scissors_06_00000001_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000001_label.mat
533,./part-affordance-dataset/tools/scissors_06/scissors_06_00000179_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000179_label.mat
534,./part-affordance-dataset/tools/scissors_06/scissors_06_00000073_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000073_label.mat
535,./part-affordance-dataset/tools/scissors_06/scissors_06_00000063_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000063_label.mat
536,./part-affordance-dataset/tools/scissors_06/scissors_06_00000289_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000289_label.mat
537,./part-affordance-dataset/tools/scissors_06/scissors_06_00000299_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000299_label.mat
538,./part-affordance-dataset/tools/scissors_06/scissors_06_00000097_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000097_label.mat
539,./part-affordance-dataset/tools/scissors_06/scissors_06_00000087_rgb.jpg,./part-affordance-dataset/tools/scissors_06/scissors_06_00000087_label.mat
